enota,leto,spremenljivka,vrednost
634,2005,Urban population (percent growth rate per annum),7.8
634,2005,Rural population (percent growth rate per annum),0.6
634,2005,Capital city population (thousands),373
634,2005,Capital city population (as a percentage of total population),43.1
634,2005,Capital city population (as a percentage of total urban population),44.3
634,2010,Urban population (percent),98.5
634,2010,Urban population (percent growth rate per annum),14.7
634,2010,Rural population (percent growth rate per annum),3.4
634,2010,Capital city population (thousands),524
634,2010,Capital city population (as a percentage of total population),29.4
634,2010,Capital city population (as a percentage of total urban population),29.9
634,2015,Urban population (percent),98.9
634,2015,Urban population (percent growth rate per annum),6.7
634,2015,Rural population (percent growth rate per annum),-0.4
634,2015,Capital city population (thousands),590
634,2015,Capital city population (as a percentage of total population),23.8
634,2015,Capital city population (as a percentage of total urban population),24.0
634,2018,Urban population (percent),99.1
634,2018,Capital city population (thousands),633
410,2005,Urban population (percent),81.3
410,2005,Urban population (percent growth rate per annum),1.0
410,2005,Rural population (percent growth rate per annum),-1.2
410,2005,Capital city population (thousands),"9,822"
410,2005,Capital city population (as a percentage of total population),20.2
410,2005,Capital city population (as a percentage of total urban population),24.8
410,2010,Urban population (percent),81.9
410,2010,Urban population (percent growth rate per annum),0.5
410,2010,Rural population (percent growth rate per annum),-0.3
410,2010,Capital city population (thousands),"9,796"
410,2010,Capital city population (as a percentage of total population),19.8
410,2010,Capital city population (as a percentage of total urban population),24.1
410,2015,Urban population (percent),81.6
410,2015,Urban population (percent growth rate per annum),0.3
410,2015,Rural population (percent growth rate per annum),0.7
410,2015,Capital city population (thousands),"9,897"
410,2015,Capital city population (as a percentage of total population),19.6
410,2015,Capital city population (as a percentage of total urban population),24.0
410,2018,Urban population (percent),81.5
410,2018,Capital city population (thousands),"9,963"
498,2005,Urban population (percent),42.8
498,2005,Urban population (percent growth rate per annum),-1.0
498,2005,Rural population (percent growth rate per annum),0.4
498,2005,Capital city population (thousands),585
498,2005,Capital city population (as a percentage of total population),14.1
498,2005,Capital city population (as a percentage of total urban population),32.9
498,2010,Urban population (percent),42.6
498,2010,Urban population (percent growth rate per annum),-0.4
498,2010,Rural population (percent growth rate per annum),-0.3
498,2010,Capital city population (thousands),555
498,2010,Capital city population (as a percentage of total population),13.6
498,2010,Capital city population (as a percentage of total urban population),31.9
498,2015,Urban population (percent),42.5
498,2015,Urban population (percent growth rate per annum),-0.2
498,2015,Rural population (percent growth rate per annum),0.0
498,2015,Capital city population (thousands),526
498,2015,Capital city population (as a percentage of total population),12.9
498,2015,Capital city population (as a percentage of total urban population),30.5
498,2018,Urban population (percent),42.6
498,2018,Capital city population (thousands),510
638,2005,Urban population (percent),96.3
638,2005,Urban population (percent growth rate per annum),2.5
638,2005,Rural population (percent growth rate per annum),-16.0
638,2010,Urban population (percent),98.5
638,2010,Urban population (percent growth rate per annum),1.4
638,2010,Rural population (percent growth rate per annum),-17.1
638,2015,Urban population (percent),99.3
638,2015,Urban population (percent growth rate per annum),0.9
638,2015,Rural population (percent growth rate per annum),-15.6
638,2018,Urban population (percent),99.6
638,2018,Capital city population (thousands),147
642,2005,Urban population (percent),53.2
642,2005,Urban population (percent growth rate per annum),-0.6
642,2005,Rural population (percent growth rate per annum),-0.7
642,2005,Capital city population (thousands),"1,912"
642,2005,Capital city population (as a percentage of total population),8.9
642,2005,Capital city population (as a percentage of total urban population),16.8
642,2010,Urban population (percent),53.8
642,2010,Urban population (percent growth rate per annum),-0.7
642,2010,Rural population (percent growth rate per annum),-1.2
642,2010,Capital city population (thousands),"1,889"
642,2010,Capital city population (as a percentage of total population),9.2
642,2010,Capital city population (as a percentage of total urban population),17.2
642,2015,Urban population (percent),53.9
642,2015,Urban population (percent growth rate per annum),-0.5
642,2015,Rural population (percent growth rate per annum),-0.6
642,2015,Capital city population (thousands),"1,849"
642,2015,Capital city population (as a percentage of total population),9.3
642,2015,Capital city population (as a percentage of total urban population),17.3
642,2018,Urban population (percent),54.0
642,2018,Capital city population (thousands),"1,821"
643,2005,Urban population (percent),73.5
643,2005,Urban population (percent growth rate per annum),-0.4
643,2005,Rural population (percent growth rate per annum),-0.5
643,2005,Capital city population (thousands),"10,751"
643,2005,Capital city population (as a percentage of total population),7.5
643,2005,Capital city population (as a percentage of total urban population),10.2
643,2010,Urban population (percent),73.7
643,2010,Urban population (percent growth rate per annum),0.0
643,2010,Rural population (percent growth rate per annum),-0.2
643,2010,Capital city population (thousands),"11,461"
643,2010,Capital city population (as a percentage of total population),8.0
643,2010,Capital city population (as a percentage of total urban population),10.9
643,2015,Urban population (percent),74.1
643,2015,Urban population (percent growth rate per annum),0.2
643,2015,Rural population (percent growth rate per annum),-0.2
643,2015,Capital city population (thousands),"12,049"
643,2015,Capital city population (as a percentage of total population),8.4
643,2015,Capital city population (as a percentage of total urban population),11.3
643,2018,Urban population (percent),74.4
643,2018,Capital city population (thousands),"12,410"
646,2005,Urban population (percent),16.9
646,2005,Urban population (percent growth rate per annum),4.8
646,2005,Rural population (percent growth rate per annum),1.8
646,2005,Capital city population (thousands),668
646,2005,Capital city population (as a percentage of total population),7.4
646,2005,Capital city population (as a percentage of total urban population),43.9
646,2010,Urban population (percent),16.9
646,2010,Urban population (percent growth rate per annum),2.6
646,2010,Rural population (percent growth rate per annum),2.6
646,2010,Capital city population (thousands),797
646,2010,Capital city population (as a percentage of total population),7.8
646,2010,Capital city population (as a percentage of total urban population),45.9
646,2015,Urban population (percent),17.0
646,2015,Urban population (percent growth rate per annum),2.6
646,2015,Rural population (percent growth rate per annum),2.5
646,2015,Capital city population (thousands),951
646,2015,Capital city population (as a percentage of total population),8.2
646,2015,Capital city population (as a percentage of total urban population),48.1
646,2018,Urban population (percent),17.2
646,2018,Capital city population (thousands),"1,058"
654,2005,Urban population (percent),39.9
654,2005,Urban population (percent growth rate per annum),-3.8
654,2005,Rural population (percent growth rate per annum),-3.4
654,2010,Urban population (percent),39.5
654,2010,Urban population (percent growth rate per annum),-0.7
654,2010,Rural population (percent growth rate per annum),-0.3
654,2015,Urban population (percent),39.5
654,2015,Urban population (percent growth rate per annum),-0.7
654,2015,Rural population (percent growth rate per annum),-0.7
654,2018,Urban population (percent),39.8
654,2018,Capital city population (thousands),1
659,2005,Urban population (percent),32.0
659,2005,Urban population (percent growth rate per annum),0.9
659,2005,Rural population (percent growth rate per annum),1.6
659,2010,Urban population (percent),31.3
659,2010,Urban population (percent growth rate per annum),0.7
659,2010,Rural population (percent growth rate per annum),1.3
659,2015,Urban population (percent),30.8
659,2015,Urban population (percent growth rate per annum),0.8
659,2015,Rural population (percent growth rate per annum),1.2
659,2018,Urban population (percent),30.8
659,2018,Capital city population (thousands),14
662,2005,Urban population (percent),23.1
662,2005,Urban population (percent growth rate per annum),-2.9
662,2005,Rural population (percent growth rate per annum),2.1
662,2010,Urban population (percent),18.5
662,2010,Urban population (percent growth rate per annum),-3.4
662,2010,Rural population (percent growth rate per annum),2.2
662,2015,Urban population (percent),18.5
662,2015,Urban population (percent growth rate per annum),0.6
662,2015,Rural population (percent growth rate per annum),0.5
662,2018,Urban population (percent),18.7
662,2018,Capital city population (thousands),22
666,2005,Urban population (percent),89.9
666,2005,Urban population (percent growth rate per annum),0.1
666,2005,Rural population (percent growth rate per annum),-1.3
666,2010,Urban population (percent),89.9
666,2010,Urban population (percent growth rate per annum),0.0
666,2010,Rural population (percent growth rate per annum),0.0
666,2015,Urban population (percent),89.9
666,2015,Urban population (percent growth rate per annum),0.1
666,2015,Rural population (percent growth rate per annum),-0.8
666,2018,Urban population (percent),89.9
666,2018,Capital city population (thousands),6
670,2005,Urban population (percent),47.0
670,2005,Urban population (percent growth rate per annum),1.0
670,2005,Rural population (percent growth rate per annum),-0.5
670,2010,Urban population (percent),49.0
670,2010,Urban population (percent growth rate per annum),0.9
670,2010,Rural population (percent growth rate per annum),-0.6
670,2015,Urban population (percent),51.0
670,2015,Urban population (percent growth rate per annum),0.8
670,2015,Rural population (percent growth rate per annum),-0.8
670,2018,Urban population (percent),52.2
670,2018,Capital city population (thousands),27
882,2005,Urban population (percent),21.2
882,2005,Urban population (percent growth rate per annum),-0.1
882,2005,Rural population (percent growth rate per annum),0.8
882,2010,Urban population (percent),20.1
882,2010,Urban population (percent growth rate per annum),-0.4
882,2010,Rural population (percent growth rate per annum),1.0
882,2015,Urban population (percent),18.9
882,2015,Urban population (percent growth rate per annum),-0.4
882,2015,Rural population (percent growth rate per annum),1.1
882,2018,Urban population (percent),18.2
882,2018,Capital city population (thousands),36
674,2005,Urban population (percent),94.5
674,2005,Urban population (percent growth rate per annum),1.5
674,2005,Rural population (percent growth rate per annum),-2.1
674,2010,Urban population (percent),95.7
674,2010,Urban population (percent growth rate per annum),1.5
674,2010,Rural population (percent growth rate per annum),-4.0
674,2015,Urban population (percent),96.7
674,2015,Urban population (percent growth rate per annum),1.4
674,2015,Rural population (percent growth rate per annum),-4.2
674,2018,Urban population (percent),97.2
674,2018,Capital city population (thousands),4
678,2005,Urban population (percent),59.2
678,2005,Urban population (percent growth rate per annum),4.4
678,2005,Rural population (percent growth rate per annum),-0.3
678,2010,Urban population (percent),65.0
678,2010,Urban population (percent growth rate per annum),4.2
678,2010,Rural population (percent growth rate per annum),-0.7
678,2015,Urban population (percent),70.2
678,2015,Urban population (percent growth rate per annum),3.8
678,2015,Rural population (percent growth rate per annum),-1.0
678,2018,Urban population (percent),72.8
678,2018,Capital city population (thousands),80
682,2005,Urban population (percent),81.0
682,2005,Urban population (percent growth rate per annum),3.1
682,2005,Rural population (percent growth rate per annum),1.7
682,2005,Capital city population (thousands),"4,252"
682,2005,Capital city population (as a percentage of total population),17.8
682,2005,Capital city population (as a percentage of total urban population),22.0
682,2010,Urban population (percent),82.1
682,2010,Urban population (percent growth rate per annum),3.0
682,2010,Rural population (percent growth rate per annum),1.6
682,2010,Capital city population (thousands),"5,220"
682,2010,Capital city population (as a percentage of total population),19.0
682,2010,Capital city population (as a percentage of total urban population),23.2
682,2015,Urban population (percent),83.2
682,2015,Urban population (percent growth rate per annum),3.1
682,2015,Rural population (percent growth rate per annum),1.5
682,2015,Capital city population (thousands),"6,218"
682,2015,Capital city population (as a percentage of total population),19.7
682,2015,Capital city population (as a percentage of total urban population),23.7
682,2018,Urban population (percent),83.8
682,2018,Capital city population (thousands),"6,907"
686,2005,Urban population (percent),41.7
686,2005,Urban population (percent growth rate per annum),3.3
686,2005,Rural population (percent growth rate per annum),2.1
686,2005,Capital city population (thousands),"2,135"
686,2005,Capital city population (as a percentage of total population),19.0
686,2005,Capital city population (as a percentage of total urban population),45.5
686,2010,Urban population (percent),43.8
686,2010,Urban population (percent growth rate per annum),3.7
686,2010,Rural population (percent growth rate per annum),2.0
686,2010,Capital city population (thousands),"2,427"
686,2010,Capital city population (as a percentage of total population),18.8
686,2010,Capital city population (as a percentage of total urban population),42.9
686,2015,Urban population (percent),45.9
686,2015,Urban population (percent growth rate per annum),3.9
686,2015,Rural population (percent growth rate per annum),2.2
686,2015,Capital city population (thousands),"2,758"
686,2015,Capital city population (as a percentage of total population),18.4
686,2015,Capital city population (as a percentage of total urban population),40.2
686,2018,Urban population (percent),47.2
686,2018,Capital city population (thousands),"2,978"
688,2005,Urban population (percent),53.9
688,2005,Urban population (percent growth rate per annum),-0.2
688,2005,Rural population (percent growth rate per annum),-1.1
688,2005,Capital city population (thousands),"1,303"
688,2005,Capital city population (as a percentage of total population),14.1
688,2005,Capital city population (as a percentage of total urban population),26.2
688,2010,Urban population (percent),55.0
688,2010,Urban population (percent growth rate per annum),0.0
688,2010,Rural population (percent growth rate per annum),-0.9
688,2010,Capital city population (thousands),"1,336"
688,2010,Capital city population (as a percentage of total population),14.8
688,2010,Capital city population (as a percentage of total urban population),26.9
688,2015,Urban population (percent),55.7
688,2015,Urban population (percent growth rate per annum),-0.1
688,2015,Rural population (percent growth rate per annum),-0.7
688,2015,Capital city population (thousands),"1,369"
688,2015,Capital city population (as a percentage of total population),15.5
688,2015,Capital city population (as a percentage of total urban population),27.8
688,2018,Urban population (percent),56.1
688,2018,Capital city population (thousands),"1,389"
690,2005,Urban population (percent),51.7
690,2005,Urban population (percent growth rate per annum),2.3
690,2005,Rural population (percent growth rate per annum),1.3
690,2010,Urban population (percent),53.3
690,2010,Urban population (percent growth rate per annum),1.2
690,2010,Rural population (percent growth rate per annum),-0.1
690,2015,Urban population (percent),55.4
690,2015,Urban population (percent growth rate per annum),1.3
690,2015,Rural population (percent growth rate per annum),-0.4
690,2018,Urban population (percent),56.7
690,2018,Capital city population (thousands),28
694,2005,Urban population (percent),36.9
694,2005,Urban population (percent growth rate per annum),5.0
694,2005,Rural population (percent growth rate per annum),3.9
694,2005,Capital city population (thousands),786
694,2005,Capital city population (as a percentage of total population),13.9
694,2005,Capital city population (as a percentage of total urban population),37.6
694,2010,Urban population (percent),38.9
694,2010,Urban population (percent growth rate per annum),3.7
694,2010,Rural population (percent growth rate per annum),2.0
694,2010,Capital city population (thousands),905
694,2010,Capital city population (as a percentage of total population),14.0
694,2010,Capital city population (as a percentage of total urban population),36.1
694,2015,Urban population (percent),40.8
694,2015,Urban population (percent growth rate per annum),3.3
694,2015,Rural population (percent growth rate per annum),1.6
694,2015,Capital city population (thousands),"1,043"
694,2015,Capital city population (as a percentage of total population),14.4
694,2015,Capital city population (as a percentage of total urban population),35.3
694,2018,Urban population (percent),42.1
694,2018,Capital city population (thousands),"1,136"
702,2005,Urban population (percent),100.0
702,2005,Urban population (percent growth rate per annum),2.8
702,2005,Rural population (percent growth rate per annum),0.0
702,2005,Capital city population (thousands),"4,491"
702,2005,Capital city population (as a percentage of total population),100.0
702,2005,Capital city population (as a percentage of total urban population),100.0
702,2010,Urban population (percent),100.0
702,2010,Urban population (percent growth rate per annum),2.4
702,2010,Rural population (percent growth rate per annum),0.0
702,2010,Capital city population (thousands),"5,074"
702,2010,Capital city population (as a percentage of total population),100.0
702,2010,Capital city population (as a percentage of total urban population),100.0
702,2015,Urban population (percent),100.0
702,2015,Urban population (percent growth rate per annum),1.7
702,2015,Rural population (percent growth rate per annum),0.0
702,2015,Capital city population (thousands),"5,535"
702,2015,Capital city population (as a percentage of total population),100.0
702,2015,Capital city population (as a percentage of total urban population),100.0
702,2018,Urban population (percent),100.0
702,2018,Capital city population (thousands),"5,792"
534,2005,Urban population (percent),100.0
534,2005,Urban population (percent growth rate per annum),0.4
534,2005,Rural population (percent growth rate per annum),0.0
534,2010,Urban population (percent),100.0
534,2010,Urban population (percent growth rate per annum),0.4
534,2010,Rural population (percent growth rate per annum),0.0
534,2015,Urban population (percent),100.0
534,2015,Urban population (percent growth rate per annum),3.1
534,2015,Rural population (percent growth rate per annum),0.0
534,2018,Urban population (percent),100.0
534,2018,Capital city population (thousands),41
703,2005,Urban population (percent),55.6
703,2005,Urban population (percent growth rate per annum),-0.2
703,2005,Rural population (percent growth rate per annum),0.3
703,2005,Capital city population (thousands),426
703,2005,Capital city population (as a percentage of total population),7.9
703,2005,Capital city population (as a percentage of total urban population),14.2
703,2010,Urban population (percent),54.7
703,2010,Urban population (percent growth rate per annum),-0.3
703,2010,Rural population (percent growth rate per annum),0.4
703,2010,Capital city population (thousands),414
703,2010,Capital city population (as a percentage of total population),7.7
703,2010,Capital city population (as a percentage of total urban population),14.0
703,2015,Urban population (percent),53.9
703,2015,Urban population (percent growth rate per annum),-0.2
703,2015,Rural population (percent growth rate per annum),0.5
703,2015,Capital city population (thousands),422
703,2015,Capital city population (as a percentage of total population),7.8
703,2015,Capital city population (as a percentage of total urban population),14.4
703,2018,Urban population (percent),53.7
703,2018,Capital city population (thousands),430
705,2005,Urban population (percent),51.5
705,2005,Urban population (percent growth rate per annum),0.4
705,2005,Rural population (percent growth rate per annum),-0.2
705,2010,Urban population (percent),52.7
705,2010,Urban population (percent growth rate per annum),0.9
705,2010,Rural population (percent growth rate per annum),0.0
705,2015,Urban population (percent),53.8
705,2015,Urban population (percent growth rate per annum),0.7
705,2015,Rural population (percent growth rate per annum),-0.2
705,2018,Urban population (percent),54.5
705,2018,Capital city population (thousands),286
90,2005,Urban population (percent),17.8
90,2005,Urban population (percent growth rate per annum),5.0
90,2005,Rural population (percent growth rate per annum),2.1
90,2010,Urban population (percent),20.0
90,2010,Urban population (percent growth rate per annum),4.7
90,2010,Rural population (percent growth rate per annum),1.8
90,2015,Urban population (percent),22.4
90,2015,Urban population (percent growth rate per annum),4.3
90,2015,Rural population (percent growth rate per annum),1.6
90,2018,Urban population (percent),23.7
90,2018,Capital city population (thousands),82
706,2005,Urban population (percent),36.3
706,2005,Urban population (percent growth rate per annum),4.6
706,2005,Rural population (percent growth rate per annum),1.9
706,2005,Capital city population (thousands),"1,415"
706,2005,Capital city population (as a percentage of total population),13.6
706,2005,Capital city population (as a percentage of total urban population),37.4
706,2010,Urban population (percent),39.3
706,2010,Urban population (percent growth rate per annum),4.5
706,2010,Rural population (percent growth rate per annum),2.0
706,2010,Capital city population (thousands),"1,353"
706,2010,Capital city population (as a percentage of total population),11.2
706,2010,Capital city population (as a percentage of total urban population),28.6
706,2015,Urban population (percent),43.2
706,2015,Urban population (percent growth rate per annum),4.8
706,2015,Rural population (percent growth rate per annum),1.5
706,2015,Capital city population (thousands),"1,783"
706,2015,Capital city population (as a percentage of total population),12.8
706,2015,Capital city population (as a percentage of total urban population),29.6
706,2018,Urban population (percent),45.0
706,2018,Capital city population (thousands),"2,082"
710,2005,Urban population (percent),59.5
710,2005,Urban population (percent growth rate per annum),2.2
710,2005,Rural population (percent growth rate per annum),0.0
710,2005,Capital city population (thousands),"1,334"
710,2005,Capital city population (as a percentage of total population),2.7
710,2005,Capital city population (as a percentage of total urban population),4.6
710,2010,Urban population (percent),62.2
710,2010,Urban population (percent growth rate per annum),2.0
710,2010,Rural population (percent growth rate per annum),-0.3
710,2010,Capital city population (thousands),"1,666"
710,2010,Capital city population (as a percentage of total population),3.2
710,2010,Capital city population (as a percentage of total urban population),5.2
710,2015,Urban population (percent),64.8
710,2015,Urban population (percent growth rate per annum),2.2
710,2015,Rural population (percent growth rate per annum),0.0
710,2015,Capital city population (thousands),"2,081"
710,2015,Capital city population (as a percentage of total population),3.8
710,2015,Capital city population (as a percentage of total urban population),5.8
710,2018,Urban population (percent),66.4
710,2018,Capital city population (thousands),"2,378"
728,2005,Urban population (percent),17.2
728,2005,Urban population (percent growth rate per annum),4.6
728,2005,Rural population (percent growth rate per annum),3.7
728,2005,Capital city population (thousands),202
728,2005,Capital city population (as a percentage of total population),2.5
728,2005,Capital city population (as a percentage of total urban population),14.5
728,2010,Urban population (percent),17.9
728,2010,Urban population (percent growth rate per annum),5.1
728,2010,Rural population (percent growth rate per annum),4.2
728,2010,Capital city population (thousands),255
728,2010,Capital city population (as a percentage of total population),2.5
728,2010,Capital city population (as a percentage of total urban population),14.2
728,2015,Urban population (percent),18.9
728,2015,Urban population (percent growth rate per annum),4.4
728,2015,Rural population (percent growth rate per annum),3.1
728,2015,Capital city population (thousands),321
728,2015,Capital city population (as a percentage of total population),2.7
728,2015,Capital city population (as a percentage of total urban population),14.3
728,2018,Urban population (percent),19.6
728,2018,Capital city population (thousands),369
724,2005,Urban population (percent),77.3
724,2005,Urban population (percent growth rate per annum),1.7
724,2005,Rural population (percent growth rate per annum),0.6
724,2005,Capital city population (thousands),"5,383"
724,2005,Capital city population (as a percentage of total population),12.2
724,2005,Capital city population (as a percentage of total urban population),15.8
724,2010,Urban population (percent),78.4
724,2010,Urban population (percent growth rate per annum),1.5
724,2010,Rural population (percent growth rate per annum),0.1
724,2010,Capital city population (thousands),"5,787"
724,2010,Capital city population (as a percentage of total population),12.4
724,2010,Capital city population (as a percentage of total urban population),15.8
724,2015,Urban population (percent),79.6
724,2015,Urban population (percent growth rate per annum),0.1
724,2015,Rural population (percent growth rate per annum),-1.3
724,2015,Capital city population (thousands),"6,221"
724,2015,Capital city population (as a percentage of total population),13.4
724,2015,Capital city population (as a percentage of total urban population),16.8
724,2018,Urban population (percent),80.3
724,2018,Capital city population (thousands),"6,497"
144,2005,Urban population (percent),18.3
144,2005,Urban population (percent growth rate per annum),0.7
144,2005,Rural population (percent growth rate per annum),0.8
144,2005,Capital city population (thousands),614
144,2005,Capital city population (as a percentage of total population),3.1
144,2005,Capital city population (as a percentage of total urban population),17.2
144,2010,Urban population (percent),18.2
144,2010,Urban population (percent growth rate per annum),0.6
144,2010,Rural population (percent growth rate per annum),0.7
144,2010,Capital city population (thousands),574
144,2010,Capital city population (as a percentage of total population),2.8
144,2010,Capital city population (as a percentage of total urban population),15.6
144,2015,Urban population (percent),18.3
144,2015,Urban population (percent growth rate per annum),0.5
144,2015,Rural population (percent growth rate per annum),0.5
144,2015,Capital city population (thousands),581
144,2015,Capital city population (as a percentage of total population),2.8
144,2015,Capital city population (as a percentage of total urban population),15.4
144,2018,Urban population (percent),18.5
144,2018,Capital city population (thousands),600
275,2005,Urban population (percent),73.1
275,2005,Urban population (percent growth rate per annum),2.4
275,2005,Rural population (percent growth rate per annum),1.3
275,2010,Urban population (percent),74.1
275,2010,Urban population (percent growth rate per annum),2.9
275,2010,Rural population (percent growth rate per annum),1.7
275,2015,Urban population (percent),75.4
275,2015,Urban population (percent growth rate per annum),3.1
275,2015,Rural population (percent growth rate per annum),1.8
275,2018,Urban population (percent),76.2
275,2018,Capital city population (thousands),275
729,2005,Urban population (percent),32.8
729,2005,Urban population (percent growth rate per annum),2.7
729,2005,Rural population (percent growth rate per annum),2.4
729,2005,Capital city population (thousands),"3,979"
729,2005,Capital city population (as a percentage of total population),12.9
729,2005,Capital city population (as a percentage of total urban population),39.3
729,2010,Urban population (percent),33.1
729,2010,Urban population (percent growth rate per annum),2.3
729,2010,Rural population (percent growth rate per annum),2.0
729,2010,Capital city population (thousands),"4,517"
729,2010,Capital city population (as a percentage of total population),13.1
729,2010,Capital city population (as a percentage of total urban population),39.7
729,2015,Urban population (percent),33.9
729,2015,Urban population (percent growth rate per annum),2.8
729,2015,Rural population (percent growth rate per annum),2.1
729,2015,Capital city population (thousands),"5,128"
729,2015,Capital city population (as a percentage of total population),13.3
729,2015,Capital city population (as a percentage of total urban population),39.2
729,2018,Urban population (percent),34.6
729,2018,Capital city population (thousands),"5,534"
740,2005,Urban population (percent),66.7
740,2005,Urban population (percent growth rate per annum),1.2
740,2005,Rural population (percent growth rate per annum),1.0
740,2010,Urban population (percent),66.3
740,2010,Urban population (percent growth rate per annum),1.0
740,2010,Rural population (percent growth rate per annum),1.3
740,2015,Urban population (percent),66.1
740,2015,Urban population (percent growth rate per annum),0.9
740,2015,Rural population (percent growth rate per annum),1.2
740,2018,Urban population (percent),66.1
740,2018,Capital city population (thousands),239
752,2005,Urban population (percent),84.3
752,2005,Urban population (percent growth rate per annum),0.4
752,2005,Rural population (percent growth rate per annum),0.0
752,2005,Capital city population (thousands),"1,248"
752,2005,Capital city population (as a percentage of total population),13.8
752,2005,Capital city population (as a percentage of total urban population),16.4
752,2010,Urban population (percent),85.1
752,2010,Urban population (percent growth rate per annum),0.9
752,2010,Rural population (percent growth rate per annum),-0.2
752,2010,Capital city population (thousands),"1,360"
752,2010,Capital city population (as a percentage of total population),14.5
752,2010,Capital city population (as a percentage of total urban population),17.0
752,2015,Urban population (percent),86.6
752,2015,Urban population (percent growth rate per annum),1.1
752,2015,Rural population (percent growth rate per annum),-1.3
752,2015,Capital city population (thousands),"1,495"
752,2015,Capital city population (as a percentage of total population),15.3
752,2015,Capital city population (as a percentage of total urban population),17.7
752,2018,Urban population (percent),87.4
752,2018,Capital city population (thousands),"1,583"
756,2005,Urban population (percent),73.5
756,2005,Urban population (percent growth rate per annum),0.7
756,2005,Rural population (percent growth rate per annum),0.6
756,2005,Capital city population (thousands),367
756,2005,Capital city population (as a percentage of total population),5.0
756,2005,Capital city population (as a percentage of total urban population),6.7
756,2010,Urban population (percent),73.6
756,2010,Urban population (percent growth rate per annum),1.1
756,2010,Rural population (percent growth rate per annum),1.0
756,2010,Capital city population (thousands),387
756,2010,Capital city population (as a percentage of total population),4.9
756,2010,Capital city population (as a percentage of total urban population),6.7
756,2015,Urban population (percent),73.7
756,2015,Urban population (percent growth rate per annum),1.2
756,2015,Rural population (percent growth rate per annum),1.1
756,2015,Capital city population (thousands),409
756,2015,Capital city population (as a percentage of total population),4.9
756,2015,Capital city population (as a percentage of total urban population),6.7
756,2018,Urban population (percent),73.8
756,2018,Capital city population (thousands),422
760,2005,Urban population (percent),53.8
760,2005,Urban population (percent growth rate per annum),2.9
760,2005,Rural population (percent growth rate per annum),1.4
760,2005,Capital city population (thousands),"2,200"
760,2005,Capital city population (as a percentage of total population),12.0
760,2005,Capital city population (as a percentage of total urban population),22.4
760,2010,Urban population (percent),55.6
760,2010,Urban population (percent growth rate per annum),3.4
760,2010,Rural population (percent growth rate per annum),2.0
760,2010,Capital city population (thousands),"2,401"
760,2010,Capital city population (as a percentage of total population),11.4
760,2010,Capital city population (as a percentage of total urban population),20.5
760,2015,Urban population (percent),52.2
760,2015,Urban population (percent growth rate per annum),-3.6
760,2015,Rural population (percent growth rate per annum),-0.8
760,2015,Capital city population (thousands),"2,223"
760,2015,Capital city population (as a percentage of total population),11.9
760,2015,Capital city population (as a percentage of total urban population),22.7
760,2018,Urban population (percent),54.2
760,2018,Capital city population (thousands),"2,320"
762,2005,Urban population (percent),26.5
762,2005,Urban population (percent growth rate per annum),2.0
762,2005,Rural population (percent growth rate per annum),2.0
762,2005,Capital city population (thousands),640
762,2005,Capital city population (as a percentage of total population),9.3
762,2005,Capital city population (as a percentage of total urban population),35.2
762,2010,Urban population (percent),26.5
762,2010,Urban population (percent growth rate per annum),2.2
762,2010,Rural population (percent growth rate per annum),2.2
762,2010,Capital city population (thousands),721
762,2010,Capital city population (as a percentage of total population),9.4
762,2010,Capital city population (as a percentage of total urban population),35.6
762,2015,Urban population (percent),26.7
762,2015,Urban population (percent growth rate per annum),2.4
762,2015,Rural population (percent growth rate per annum),2.2
762,2015,Capital city population (thousands),812
762,2015,Capital city population (as a percentage of total population),9.5
762,2015,Capital city population (as a percentage of total urban population),35.5
762,2018,Urban population (percent),27.1
762,2018,Capital city population (thousands),873
764,2005,Urban population (percent),37.4
764,2005,Urban population (percent growth rate per annum),4.3
764,2005,Rural population (percent growth rate per annum),-1.1
764,2005,Capital city population (thousands),"7,272"
764,2005,Capital city population (as a percentage of total population),11.1
764,2005,Capital city population (as a percentage of total urban population),29.7
764,2010,Urban population (percent),43.9
764,2010,Urban population (percent growth rate per annum),3.7
764,2010,Rural population (percent growth rate per annum),-1.6
764,2010,Capital city population (thousands),"8,269"
764,2010,Capital city population (as a percentage of total population),12.3
764,2010,Capital city population (as a percentage of total urban population),28.1
764,2015,Urban population (percent),47.7
764,2015,Urban population (percent growth rate per annum),2.1
764,2015,Rural population (percent growth rate per annum),-1.0
764,2015,Capital city population (thousands),"9,403"
764,2015,Capital city population (as a percentage of total population),13.7
764,2015,Capital city population (as a percentage of total urban population),28.7
764,2018,Urban population (percent),49.9
764,2018,Capital city population (thousands),"10,156"
807,2005,Urban population (percent),57.5
807,2005,Urban population (percent growth rate per annum),-0.1
807,2005,Rural population (percent growth rate per annum),0.7
807,2005,Capital city population (thousands),485
807,2005,Capital city population (as a percentage of total population),23.6
807,2005,Capital city population (as a percentage of total urban population),40.9
807,2010,Urban population (percent),57.1
807,2010,Urban population (percent growth rate per annum),-0.1
807,2010,Rural population (percent growth rate per annum),0.3
807,2010,Capital city population (thousands),521
807,2010,Capital city population (as a percentage of total population),25.2
807,2010,Capital city population (as a percentage of total urban population),44.1
807,2015,Urban population (percent),57.4
807,2015,Urban population (percent growth rate per annum),0.2
807,2015,Rural population (percent growth rate per annum),-0.1
807,2015,Capital city population (thousands),560
807,2015,Capital city population (as a percentage of total population),26.9
