enota,leto,spremenljivka,vrednost
South Africa,2010,Capital city population (as a percentage of total population),3.2
South Africa,2015,Urban population (percent),64.8
South Africa,2015,Capital city population (thousands),"2,081"
South Africa,2015,Capital city population (as a percentage of total population),3.8
South Africa,2018,Urban population (percent),66.4
South Africa,2018,Capital city population (thousands),"2,378"
South Sudan,2005,Urban population (percent),17.2
South Sudan,2005,Capital city population (thousands),202
South Sudan,2005,Capital city population (as a percentage of total population),2.5
South Sudan,2010,Urban population (percent),17.9
South Sudan,2010,Capital city population (thousands),255
South Sudan,2010,Capital city population (as a percentage of total population),2.5
South Sudan,2015,Urban population (percent),18.9
South Sudan,2015,Capital city population (thousands),321
South Sudan,2015,Capital city population (as a percentage of total population),2.7
South Sudan,2018,Urban population (percent),19.6
South Sudan,2018,Capital city population (thousands),369
Spain,2005,Urban population (percent),77.3
Spain,2005,Capital city population (thousands),"5,383"
Spain,2005,Capital city population (as a percentage of total population),12.2
Spain,2010,Urban population (percent),78.4
Spain,2010,Capital city population (thousands),"5,787"
Spain,2010,Capital city population (as a percentage of total population),12.4
Spain,2015,Urban population (percent),79.6
Spain,2015,Capital city population (thousands),"6,221"
Spain,2015,Capital city population (as a percentage of total population),13.4
Spain,2018,Urban population (percent),80.3
Spain,2018,Capital city population (thousands),"6,497"
Sri Lanka,2005,Urban population (percent),18.3
Sri Lanka,2005,Capital city population (thousands),614
Sri Lanka,2005,Capital city population (as a percentage of total population),3.1
Sri Lanka,2010,Urban population (percent),18.2
Sri Lanka,2010,Capital city population (thousands),574
Sri Lanka,2010,Capital city population (as a percentage of total population),2.8
Sri Lanka,2015,Urban population (percent),18.3
Sri Lanka,2015,Capital city population (thousands),581
Sri Lanka,2015,Capital city population (as a percentage of total population),2.8
Sri Lanka,2018,Urban population (percent),18.5
Sri Lanka,2018,Capital city population (thousands),600
State of Palestine,2005,Urban population (percent),73.1
State of Palestine,2010,Urban population (percent),74.1
State of Palestine,2015,Urban population (percent),75.4
State of Palestine,2018,Urban population (percent),76.2
State of Palestine,2018,Capital city population (thousands),275
Sudan,2005,Urban population (percent),32.8
Sudan,2005,Capital city population (thousands),"3,979"
Sudan,2005,Capital city population (as a percentage of total population),12.9
Sudan,2010,Urban population (percent),33.1
Sudan,2010,Capital city population (thousands),"4,517"
Sudan,2010,Capital city population (as a percentage of total population),13.1
Sudan,2015,Urban population (percent),33.9
Sudan,2015,Capital city population (thousands),"5,128"
Sudan,2015,Capital city population (as a percentage of total population),13.3
Sudan,2018,Urban population (percent),34.6
Sudan,2018,Capital city population (thousands),"5,534"
Suriname,2005,Urban population (percent),66.7
Suriname,2010,Urban population (percent),66.3
Suriname,2015,Urban population (percent),66.1
Suriname,2018,Urban population (percent),66.1
Suriname,2018,Capital city population (thousands),239
Sweden,2005,Urban population (percent),84.3
Sweden,2005,Capital city population (thousands),"1,248"
Sweden,2005,Capital city population (as a percentage of total population),13.8
Sweden,2010,Urban population (percent),85.1
Sweden,2010,Capital city population (thousands),"1,360"
Sweden,2010,Capital city population (as a percentage of total population),14.5
Sweden,2015,Urban population (percent),86.6
Sweden,2015,Capital city population (thousands),"1,495"
Sweden,2015,Capital city population (as a percentage of total population),15.3
Sweden,2018,Urban population (percent),87.4
Sweden,2018,Capital city population (thousands),"1,583"
Switzerland,2005,Urban population (percent),73.5
Switzerland,2005,Capital city population (thousands),367
Switzerland,2005,Capital city population (as a percentage of total population),5.0
Switzerland,2010,Urban population (percent),73.6
Switzerland,2010,Capital city population (thousands),387
Switzerland,2010,Capital city population (as a percentage of total population),4.9
Switzerland,2015,Urban population (percent),73.7
Switzerland,2015,Capital city population (thousands),409
Switzerland,2015,Capital city population (as a percentage of total population),4.9
Switzerland,2018,Urban population (percent),73.8
Switzerland,2018,Capital city population (thousands),422
Syrian Arab Republic,2005,Urban population (percent),53.8
Syrian Arab Republic,2005,Capital city population (thousands),"2,200"
Syrian Arab Republic,2005,Capital city population (as a percentage of total population),12.0
Syrian Arab Republic,2010,Urban population (percent),55.6
Syrian Arab Republic,2010,Capital city population (thousands),"2,401"
Syrian Arab Republic,2010,Capital city population (as a percentage of total population),11.4
Syrian Arab Republic,2015,Urban population (percent),52.2
Syrian Arab Republic,2015,Capital city population (thousands),"2,223"
Syrian Arab Republic,2015,Capital city population (as a percentage of total population),11.9
Syrian Arab Republic,2018,Urban population (percent),54.2
Syrian Arab Republic,2018,Capital city population (thousands),"2,320"
Tajikistan,2005,Urban population (percent),26.5
Tajikistan,2005,Capital city population (thousands),640
Tajikistan,2005,Capital city population (as a percentage of total population),9.3
Tajikistan,2010,Urban population (percent),26.5
Tajikistan,2010,Capital city population (thousands),721
Tajikistan,2010,Capital city population (as a percentage of total population),9.4
Tajikistan,2015,Urban population (percent),26.7
Tajikistan,2015,Capital city population (thousands),812
Tajikistan,2015,Capital city population (as a percentage of total population),9.5
Tajikistan,2018,Urban population (percent),27.1
Tajikistan,2018,Capital city population (thousands),873
Thailand,2005,Urban population (percent),37.4
Thailand,2005,Capital city population (thousands),"7,272"
Thailand,2005,Capital city population (as a percentage of total population),11.1
Thailand,2010,Urban population (percent),43.9
Thailand,2010,Capital city population (thousands),"8,269"
Thailand,2010,Capital city population (as a percentage of total population),12.3
Thailand,2015,Urban population (percent),47.7
Thailand,2015,Capital city population (thousands),"9,403"
Thailand,2015,Capital city population (as a percentage of total population),13.7
Thailand,2018,Urban population (percent),49.9
Thailand,2018,Capital city population (thousands),"10,156"
TFYR of Macedonia,2005,Urban population (percent),57.5
TFYR of Macedonia,2005,Capital city population (thousands),485
TFYR of Macedonia,2005,Capital city population (as a percentage of total population),23.6
TFYR of Macedonia,2010,Urban population (percent),57.1
TFYR of Macedonia,2010,Capital city population (thousands),521
TFYR of Macedonia,2010,Capital city population (as a percentage of total population),25.2
TFYR of Macedonia,2015,Urban population (percent),57.4
TFYR of Macedonia,2015,Capital city population (thousands),560
TFYR of Macedonia,2015,Capital city population (as a percentage of total population),26.9
TFYR of Macedonia,2018,Urban population (percent),58.0
TFYR of Macedonia,2018,Capital city population (thousands),584
Timor-Leste,2005,Urban population (percent),26.0
Timor-Leste,2010,Urban population (percent),27.7
Timor-Leste,2015,Urban population (percent),29.5
Timor-Leste,2018,Urban population (percent),30.6
Timor-Leste,2018,Capital city population (thousands),281
Togo,2005,Urban population (percent),35.2
Togo,2005,Capital city population (thousands),"1,315"
Togo,2005,Capital city population (as a percentage of total population),23.1
Togo,2010,Urban population (percent),37.5
Togo,2010,Capital city population (thousands),"1,466"
Togo,2010,Capital city population (as a percentage of total population),22.6
Togo,2015,Urban population (percent),40.1
Togo,2015,Capital city population (thousands),"1,635"
Togo,2015,Capital city population (as a percentage of total population),22.0
Togo,2018,Urban population (percent),41.7
Togo,2018,Capital city population (thousands),"1,746"
Tokelau,2005,Urban population (percent),0.0
Tokelau,2010,Urban population (percent),0.0
Tokelau,2015,Urban population (percent),0.0
Tokelau,2018,Urban population (percent),0.0
Tonga,2005,Urban population (percent),23.2
Tonga,2010,Urban population (percent),23.4
Tonga,2015,Urban population (percent),23.3
Tonga,2018,Urban population (percent),23.1
Tonga,2018,Capital city population (thousands),23
Trinidad and Tobago,2005,Urban population (percent),55.0
Trinidad and Tobago,2005,Capital city population (thousands),547
Trinidad and Tobago,2005,Capital city population (as a percentage of total population),42.2
Trinidad and Tobago,2010,Urban population (percent),54.0
Trinidad and Tobago,2010,Capital city population (thousands),546
Trinidad and Tobago,2010,Capital city population (as a percentage of total population),41.1
Trinidad and Tobago,2015,Urban population (percent),53.3
Trinidad and Tobago,2015,Capital city population (thousands),545
Trinidad and Tobago,2015,Capital city population (as a percentage of total population),40.1
Trinidad and Tobago,2018,Urban population (percent),53.2
Trinidad and Tobago,2018,Capital city population (thousands),544
Tunisia,2005,Urban population (percent),65.2
Tunisia,2005,Capital city population (thousands),"1,859"
Tunisia,2005,Capital city population (as a percentage of total population),18.4
Tunisia,2010,Urban population (percent),66.7
Tunisia,2010,Capital city population (thousands),"2,014"
Tunisia,2010,Capital city population (as a percentage of total population),18.9
Tunisia,2015,Urban population (percent),68.1
Tunisia,2015,Capital city population (thousands),"2,183"
Tunisia,2015,Capital city population (as a percentage of total population),19.4
Tunisia,2018,Urban population (percent),68.9
Tunisia,2018,Capital city population (thousands),"2,291"
Turkey,2005,Urban population (percent),67.8
Turkey,2005,Capital city population (thousands),"3,638"
Turkey,2005,Capital city population (as a percentage of total population),5.4
Turkey,2010,Urban population (percent),70.8
Turkey,2010,Capital city population (thousands),"4,166"
Turkey,2010,Capital city population (as a percentage of total population),5.8
Turkey,2015,Urban population (percent),73.6
Turkey,2015,Capital city population (thousands),"4,633"
Turkey,2015,Capital city population (as a percentage of total population),5.9
Turkey,2018,Urban population (percent),75.1
Turkey,2018,Capital city population (thousands),"4,919"
Turkmenistan,2005,Urban population (percent),47.1
Turkmenistan,2005,Capital city population (thousands),592
Turkmenistan,2005,Capital city population (as a percentage of total population),12.4
Turkmenistan,2010,Urban population (percent),48.5
Turkmenistan,2010,Capital city population (thousands),668
Turkmenistan,2010,Capital city population (as a percentage of total population),13.1
Turkmenistan,2015,Urban population (percent),50.3
Turkmenistan,2015,Capital city population (thousands),753
Turkmenistan,2015,Capital city population (as a percentage of total population),13.5
Turkmenistan,2018,Urban population (percent),51.6
Turkmenistan,2018,Capital city population (thousands),810
Turks and Caicos Islands,2001,Urban population (percent),85.4
Turks and Caicos Islands,2001,Capital city population (thousands),0
Turks and Caicos Islands,2005,Urban population (percent),87.7
Turks and Caicos Islands,2010,Urban population (percent),90.2
Turks and Caicos Islands,2015,Urban population (percent),92.2
Turks and Caicos Islands,2018,Urban population (percent),93.1
Tuvalu,2005,Urban population (percent),49.7
Tuvalu,2010,Urban population (percent),54.8
Tuvalu,2015,Urban population (percent),59.7
Tuvalu,2018,Urban population (percent),62.4
Tuvalu,2018,Capital city population (thousands),7
Uganda,2005,Urban population (percent),17.0
Uganda,2005,Capital city population (thousands),"1,576"
Uganda,2005,Capital city population (as a percentage of total population),5.5
Uganda,2010,Urban population (percent),19.4
Uganda,2010,Capital city population (thousands),"2,016"
Uganda,2010,Capital city population (as a percentage of total population),5.9
Uganda,2015,Urban population (percent),22.1
Uganda,2015,Capital city population (thousands),"2,577"
Uganda,2015,Capital city population (as a percentage of total population),6.4
Uganda,2018,Urban population (percent),23.8
Uganda,2018,Capital city population (thousands),"2,986"
Ukraine,2005,Urban population (percent),67.8
Ukraine,2005,Capital city population (thousands),"2,673"
Ukraine,2005,Capital city population (as a percentage of total population),5.7
Ukraine,2010,Urban population (percent),68.6
Ukraine,2010,Capital city population (thousands),"2,795"
Ukraine,2010,Capital city population (as a percentage of total population),6.1
Ukraine,2015,Urban population (percent),69.1
Ukraine,2015,Capital city population (thousands),"2,895"
Ukraine,2015,Capital city population (as a percentage of total population),6.5
Ukraine,2018,Urban population (percent),69.4
Ukraine,2018,Capital city population (thousands),"2,957"
United Arab Emirates,2005,Urban population (percent),82.3
United Arab Emirates,2005,Capital city population (thousands),655
United Arab Emirates,2005,Capital city population (as a percentage of total population),14.3
United Arab Emirates,2010,Urban population (percent),84.1
United Arab Emirates,2010,Capital city population (thousands),912
United Arab Emirates,2010,Capital city population (as a percentage of total population),11.0
United Arab Emirates,2015,Urban population (percent),85.7
United Arab Emirates,2015,Capital city population (thousands),"1,203"
United Arab Emirates,2015,Capital city population (as a percentage of total population),13.1
United Arab Emirates,2018,Urban population (percent),86.5
United Arab Emirates,2018,Capital city population (thousands),"1,420"
United Kingdom,2005,Urban population (percent),79.9
United Kingdom,2005,Capital city population (thousands),"7,501"
United Kingdom,2005,Capital city population (as a percentage of total population),12.4
United Kingdom,2010,Urban population (percent),81.3
United Kingdom,2010,Capital city population (thousands),"8,044"
United Kingdom,2010,Capital city population (as a percentage of total population),12.7
United Kingdom,2015,Urban population (percent),82.6
United Kingdom,2015,Capital city population (thousands),"8,661"
United Kingdom,2015,Capital city population (as a percentage of total population),13.2
United Kingdom,2018,Urban population (percent),83.4
United Kingdom,2018,Capital city population (thousands),"9,046"
United Rep. of Tanzania,2005,Urban population (percent),24.8
United Rep. of Tanzania,2010,Urban population (percent),28.1
United Rep. of Tanzania,2015,Urban population (percent),31.6
United Rep. of Tanzania,2018,Urban population (percent),33.8
United Rep. of Tanzania,2018,Capital city population (thousands),262
United States of America,2005,Urban population (percent),79.9
United States of America,2005,Capital city population (thousands),"4,264"
United States of America,2005,Capital city population (as a percentage of total population),1.4
United States of America,2010,Urban population (percent),80.8
United States of America,2010,Capital city population (thousands),"4,604"
United States of America,2010,Capital city population (as a percentage of total population),1.5
United States of America,2015,Urban population (percent),81.7
United States of America,2015,Capital city population (thousands),"4,972"
United States of America,2015,Capital city population (as a percentage of total population),1.6
United States of America,2018,Urban population (percent),82.3
United States of America,2018,Capital city population (thousands),"5,207"
United States Virgin Islands,2005,Urban population (percent),93.7
United States Virgin Islands,2010,Urban population (percent),94.6
United States Virgin Islands,2015,Urban population (percent),95.4
United States Virgin Islands,2018,Urban population (percent),95.7
United States Virgin Islands,2018,Capital city population (thousands),52
Uruguay,2005,Urban population (percent),93.3
Uruguay,2005,Capital city population (thousands),"1,613"
Uruguay,2005,Capital city population (as a percentage of total population),48.5
Uruguay,2010,Urban population (percent),94.4
Uruguay,2010,Capital city population (thousands),"1,659"
Uruguay,2010,Capital city population (as a percentage of total population),49.2
Uruguay,2015,Urban population (percent),95.0
Uruguay,2015,Capital city population (thousands),"1,707"
Uruguay,2015,Capital city population (as a percentage of total population),49.8
Uruguay,2018,Urban population (percent),95.3
Uruguay,2018,Capital city population (thousands),"1,737"
Uzbekistan,2005,Urban population (percent),48.5
Uzbekistan,2005,Capital city population (thousands),"2,169"
Uzbekistan,2005,Capital city population (as a percentage of total population),8.2
Uzbekistan,2010,Urban population (percent),51.0
Uzbekistan,2010,Capital city population (thousands),"2,244"
Uzbekistan,2010,Capital city population (as a percentage of total population),7.8
Uzbekistan,2015,Urban population (percent),50.8
Uzbekistan,2015,Capital city population (thousands),"2,379"
Uzbekistan,2015,Capital city population (as a percentage of total population),7.7
Uzbekistan,2018,Urban population (percent),50.5
Uzbekistan,2018,Capital city population (thousands),"2,464"
Vanuatu,2005,Urban population (percent),23.1
Vanuatu,2010,Urban population (percent),24.5
Vanuatu,2015,Urban population (percent),25.0
Vanuatu,2018,Urban population (percent),25.3
Vanuatu,2018,Capital city population (thousands),53
Venezuela (Boliv. Rep. of),2005,Urban population (percent),88.0
Venezuela (Boliv. Rep. of),2005,Capital city population (thousands),"2,886"
Venezuela (Boliv. Rep. of),2005,Capital city population (as a percentage of total population),10.8
Venezuela (Boliv. Rep. of),2010,Urban population (percent),88.1
Venezuela (Boliv. Rep. of),2010,Capital city population (thousands),"2,899"
Venezuela (Boliv. Rep. of),2010,Capital city population (as a percentage of total population),10.0
Venezuela (Boliv. Rep. of),2015,Urban population (percent),88.2
Venezuela (Boliv. Rep. of),2015,Capital city population (thousands),"2,920"
Venezuela (Boliv. Rep. of),2015,Capital city population (as a percentage of total population),9.4
Venezuela (Boliv. Rep. of),2018,Urban population (percent),88.2
Venezuela (Boliv. Rep. of),2018,Capital city population (thousands),"2,935"
Viet Nam,2005,Urban population (percent),27.3
Viet Nam,2005,Capital city population (thousands),"2,160"
Viet Nam,2005,Capital city population (as a percentage of total population),2.6
Viet Nam,2010,Urban population (percent),30.4
Viet Nam,2010,Capital city population (thousands),"2,811"
Viet Nam,2010,Capital city population (as a percentage of total population),3.2
Viet Nam,2015,Urban population (percent),33.8
Viet Nam,2015,Capital city population (thousands),"3,657"
Viet Nam,2015,Capital city population (as a percentage of total population),3.9
Viet Nam,2018,Urban population (percent),35.9
Viet Nam,2018,Capital city population (thousands),"4,283"
Wallis and Futuna Islands,2005,Urban population (percent),0.0
Wallis and Futuna Islands,2010,Urban population (percent),0.0
Wallis and Futuna Islands,2015,Urban population (percent),0.0
Wallis and Futuna Islands,2018,Urban population (percent),0.0
Wallis and Futuna Islands,2018,Capital city population (thousands),1
Western Sahara,2005,Urban population (percent),86.0
Western Sahara,2010,Urban population (percent),86.3
Western Sahara,2015,Urban population (percent),86.5
Western Sahara,2018,Urban population (percent),86.7
Western Sahara,2018,Capital city population (thousands),232
Yemen,2005,Urban population (percent),28.9
Yemen,2005,Capital city population (thousands),"1,741"
Yemen,2005,Capital city population (as a percentage of total population),8.5
Yemen,2010,Urban population (percent),31.8
Yemen,2010,Capital city population (thousands),"2,084"
Yemen,2010,Capital city population (as a percentage of total population),8.8
Yemen,2015,Urban population (percent),34.8
Yemen,2015,Capital city population (thousands),"2,495"
Yemen,2015,Capital city population (as a percentage of total population),9.3
Yemen,2018,Urban population (percent),36.6
Yemen,2018,Capital city population (thousands),"2,779"
Zambia,2005,Urban population (percent),36.9
Zambia,2005,Capital city population (thousands),"1,357"
Zambia,2005,Capital city population (as a percentage of total population),11.3
Zambia,2010,Urban population (percent),39.4
Zambia,2010,Capital city population (thousands),"1,723"
Zambia,2010,Capital city population (as a percentage of total population),12.4
Zambia,2015,Urban population (percent),41.9
Zambia,2015,Capital city population (thousands),"2,187"
Zambia,2015,Capital city population (as a percentage of total population),13.6
Zambia,2018,Urban population (percent),43.5
Zambia,2018,Capital city population (thousands),"2,524"
Zimbabwe,2005,Urban population (percent),34.1
Zimbabwe,2005,Capital city population (thousands),"1,450"
Zimbabwe,2005,Capital city population (as a percentage of total population),11.2
Zimbabwe,2010,Urban population (percent),33.2
Zimbabwe,2010,Capital city population (thousands),"1,475"
Zimbabwe,2010,Capital city population (as a percentage of total population),10.5
Zimbabwe,2015,Urban population (percent),32.4
Zimbabwe,2015,Capital city population (thousands),"1,500"
Zimbabwe,2015,Capital city population (as a percentage of total population),9.5
Zimbabwe,2018,Urban population (percent),32.2
Zimbabwe,2018,Capital city population (thousands),"1,515"
